scheme,kind,depth,run,verify_time_ms,peak_mem_bytes,proof_size_bytes,host
nova,folding,8,162,261.289179,33472512,9872,arm
nova,folding,8,163,260.368494,33472512,9872,arm
nova,folding,8,164,260.546827,33472512,9872,arm
nova,folding,8,165,260.571292,33472512,9872,arm
nova,folding,8,166,260.400823,33472512,9872,arm
nova,folding,8,167,260.202585,33472512,9872,arm
nova,folding,8,168,260.58226099999996,33472512,9872,arm
nova,folding,8,169,260.511434,33472512,9872,arm
nova,folding,8,170,260.498968,33472512,9872,arm
nova,folding,8,171,260.175208,33472512,9872,arm
nova,folding,8,172,260.740522,33472512,9872,arm
nova,folding,8,173,261.09652500000004,33472512,9872,arm
nova,folding,8,174,260.35252599999995,33472512,9872,arm
nova,folding,8,175,260.32083700000004,33472512,9872,arm
nova,folding,8,176,260.832357,33472512,9872,arm
nova,folding,8,177,260.75781,33472512,9872,arm
nova,folding,8,178,260.670048,33472512,9872,arm
nova,folding,8,179,260.99032900000003,33472512,9872,arm
nova,folding,8,180,260.972761,33472512,9872,arm
nova,folding,8,181,260.89107099999995,33472512,9872,arm
nova,folding,8,182,260.530299,33472512,9872,arm
nova,folding,8,183,260.531228,33472512,9872,arm
nova,folding,8,184,261.151527,33472512,9872,arm
nova,folding,8,185,260.928856,33472512,9872,arm
nova,folding,8,186,260.496762,33472512,9872,arm
nova,folding,8,187,261.170832,33472512,9872,arm
nova,folding,8,188,260.726713,33472512,9872,arm
nova,folding,8,189,260.856901,33472512,9872,arm
nova,folding,8,190,260.709689,33472512,9872,arm
nova,folding,8,191,261.176352,33472512,9872,arm
nova,folding,8,192,261.023363,33472512,9872,arm
nova,folding,8,193,260.765755,33472512,9872,arm
nova,folding,8,194,260.51518699999997,33472512,9872,arm
nova,folding,8,195,261.079909,33472512,9872,arm
nova,folding,8,196,261.185624,33472512,9872,arm
nova,folding,8,197,261.613198,33472512,9872,arm
nova,folding,8,198,261.106245,33472512,9872,arm
nova,folding,8,199,261.232802,33472512,9872,arm
nova,folding,16,0,258.013724,35905536,9872,arm
nova,folding,16,1,258.617414,35905536,9872,arm
nova,folding,16,2,258.79126,35905536,9872,arm
nova,folding,16,3,258.211154,35905536,9872,arm
nova,folding,16,4,258.24348299999997,35905536,9872,arm
nova,folding,16,5,258.41063199999996,35905536,9872,arm
nova,folding,16,6,259.66807200000005,35905536,9872,arm
nova,folding,16,7,258.4102,35905536,9872,arm
nova,folding,16,8,258.235026,35905536,9872,arm
nova,folding,16,9,258.995056,35905536,9872,arm
nova,folding,16,10,258.967751,35905536,9872,arm
nova,folding,16,11,258.393718,35905536,9872,arm
nova,folding,16,12,258.298083,35905536,9872,arm
nova,folding,16,13,258.463944,35905536,9872,arm
nova,folding,16,14,258.714087,35905536,9872,arm
nova,folding,16,15,259.027073,35905536,9872,arm
nova,folding,16,16,259.005793,35905536,9872,arm
nova,folding,16,17,259.07702700000004,35905536,9872,arm
nova,folding,16,18,259.1139,35905536,9872,arm
nova,folding,16,19,259.405277,35905536,9872,arm
nova,folding,16,20,259.074259,35905536,9872,arm
nova,folding,16,21,258.64694199999997,35905536,9872,arm
nova,folding,16,22,258.222648,35905536,9872,arm
nova,folding,16,23,258.344844,35905536,9872,arm
nova,folding,16,24,258.314011,35905536,9872,arm
nova,folding,16,25,258.217048,35905536,9872,arm
nova,folding,16,26,258.48203199999995,35905536,9872,arm
nova,folding,16,27,257.951424,35905536,9872,arm
nova,folding,16,28,258.381261,35905536,9872,arm
nova,folding,16,29,258.512753,35905536,9872,arm
nova,folding,16,30,258.99911199999997,35905536,9872,arm
nova,folding,16,31,258.16457399999996,35905536,9872,arm
nova,folding,16,32,258.72171199999997,35905536,9872,arm
nova,folding,16,33,258.252449,35905536,9872,arm
nova,folding,16,34,258.33554,35905536,9872,arm
nova,folding,16,35,257.96090399999997,35905536,9872,arm
nova,folding,16,36,258.698127,35905536,9872,arm
nova,folding,16,37,258.92501400000003,35905536,9872,arm
nova,folding,16,38,258.19908000000004,35905536,9872,arm
nova,folding,16,39,257.939241,35905536,9872,arm
nova,folding,16,40,258.450001,35905536,9872,arm
nova,folding,16,41,258.649183,35905536,9872,arm
nova,folding,16,42,258.023507,35905536,9872,arm
nova,folding,16,43,258.542548,35905536,9872,arm
nova,folding,16,44,258.431464,35905536,9872,arm
nova,folding,16,45,258.64223,35905536,9872,arm
nova,folding,16,46,258.090109,35905536,9872,arm
nova,folding,16,47,258.016795,35905536,9872,arm
nova,folding,16,48,259.066988,35905536,9872,arm
nova,folding,16,49,259.12820600000003,35905536,9872,arm
nova,folding,16,50,258.64198300000004,35905536,9872,arm
nova,folding,16,51,258.25160200000005,35905536,9872,arm
nova,folding,16,52,258.26177,35905536,9872,arm
nova,folding,16,53,258.337781,35905536,9872,arm
nova,folding,16,54,258.085053,35905536,9872,arm
nova,folding,16,55,258.220065,35905536,9872,arm
nova,folding,16,56,258.04246800000004,35905536,9872,arm
nova,folding,16,57,258.195673,35905536,9872,arm
nova,folding,16,58,258.15384800000004,35905536,9872,arm
nova,folding,16,59,258.18928,35905536,9872,arm
nova,folding,16,60,258.462801,35905536,9872,arm
nova,folding,16,61,258.184761,35905536,9872,arm
nova,folding,16,62,258.28409200000004,35905536,9872,arm
nova,folding,16,63,258.0403,35905536,9872,arm
nova,folding,16,64,258.440017,35905536,9872,arm
nova,folding,16,65,258.63295800000003,35905536,9872,arm
nova,folding,16,66,258.20440099999996,35905536,9872,arm
nova,folding,16,67,258.250571,35905536,9872,arm
nova,folding,16,68,258.470233,35905536,9872,arm
nova,folding,16,69,258.267274,35905536,9872,arm
nova,folding,16,70,258.3232,35905536,9872,arm
nova,folding,16,71,258.69278499999996,35905536,9872,arm
nova,folding,16,72,258.744555,35905536,9872,arm
nova,folding,16,73,258.499395,35905536,9872,arm
nova,folding,16,74,257.980898,35905536,9872,arm
nova,folding,16,75,258.317805,35905536,9872,arm
nova,folding,16,76,258.273108,35905536,9872,arm
nova,folding,16,77,258.125791,35905536,9872,arm
nova,folding,16,78,258.309997,35905536,9872,arm
nova,folding,16,79,258.418033,35905536,9872,arm
nova,folding,16,80,258.463082,35905536,9872,arm
nova,folding,16,81,258.212602,35905536,9872,arm
nova,folding,16,82,258.397448,35905536,9872,arm
nova,folding,16,83,258.351519,35905536,9872,arm
nova,folding,16,84,258.711386,35905536,9872,arm
nova,folding,16,85,258.315965,35905536,9872,arm
nova,folding,16,86,258.331798,35905536,9872,arm
nova,folding,16,87,258.16612100000003,35905536,9872,arm
nova,folding,16,88,258.812373,35905536,9872,arm
nova,folding,16,89,258.559566,35905536,9872,arm
nova,folding,16,90,258.450577,35905536,9872,arm
nova,folding,16,91,258.644912,35905536,9872,arm
nova,folding,16,92,258.751755,35905536,9872,arm
nova,folding,16,93,257.90392,35905536,9872,arm
nova,folding,16,94,258.67517699999996,35905536,9872,arm
nova,folding,16,95,258.30051599999996,35905536,9872,arm
nova,folding,16,96,258.17057700000004,35905536,9872,arm
nova,folding,16,97,257.89992099999995,35905536,9872,arm
nova,folding,16,98,258.551741,35905536,9872,arm
nova,folding,16,99,258.459234,35905536,9872,arm
nova,folding,16,100,258.385328,35905536,9872,arm
nova,folding,16,101,258.10148399999997,35905536,9872,arm
nova,folding,16,102,258.27634,35905536,9872,arm
nova,folding,16,103,258.410464,35905536,9872,arm
nova,folding,16,104,258.049437,35905536,9872,arm
nova,folding,16,105,258.5287,35905536,9872,arm
nova,folding,16,106,258.708754,35905536,9872,arm
nova,folding,16,107,258.53428499999995,35905536,9872,arm
nova,folding,16,108,258.180442,35905536,9872,arm
nova,folding,16,109,258.375544,35905536,9872,arm
nova,folding,16,110,258.329494,35905536,9872,arm
nova,folding,16,111,258.42265,35905536,9872,arm
nova,folding,16,112,258.75971599999997,35905536,9872,arm
nova,folding,16,113,258.666249,35905536,9872,arm
nova,folding,16,114,258.496444,35905536,9872,arm
nova,folding,16,115,258.370984,35905536,9872,arm
nova,folding,16,116,257.95012299999996,35905536,9872,arm
nova,folding,16,117,258.39126400000004,35905536,9872,arm
nova,folding,16,118,258.43093700000003,35905536,9872,arm
nova,folding,16,119,258.644,35905536,9872,arm
nova,folding,16,120,258.247036,35905536,9872,arm
nova,folding,16,121,258.065463,35905536,9872,arm
nova,folding,16,122,257.97134700000004,35905536,9872,arm
nova,folding,16,123,258.38376800000003,35905536,9872,arm
nova,folding,16,124,258.131864,35905536,9872,arm
nova,folding,16,125,258.342375,35905536,9872,arm
nova,folding,16,126,258.707259,35905536,9872,arm
nova,folding,16,127,258.17253800000003,35905536,9872,arm
nova,folding,16,128,258.203418,35905536,9872,arm
nova,folding,16,129,258.444954,35905536,9872,arm
nova,folding,16,130,258.45109,35905536,9872,arm
nova,folding,16,131,258.326511,35905536,9872,arm
nova,folding,16,132,258.61751,35905536,9872,arm
nova,folding,16,133,259.71380999999997,35905536,9872,arm
nova,folding,16,134,258.792813,35905536,9872,arm
nova,folding,16,135,262.090078,35905536,9872,arm
nova,folding,16,136,258.203507,35905536,9872,arm
nova,folding,16,137,258.074215,35905536,9872,arm
nova,folding,16,138,258.314055,35905536,9872,arm
nova,folding,16,139,258.506253,35905536,9872,arm
nova,folding,16,140,258.565279,35905536,9872,arm
nova,folding,16,141,258.666162,35905536,9872,arm
nova,folding,16,142,258.42283399999997,35905536,9872,arm
nova,folding,16,143,258.200579,35905536,9872,arm
nova,folding,16,144,258.364192,35905536,9872,arm
nova,folding,16,145,258.709491,35905536,9872,arm
nova,folding,16,146,259.026685,35905536,9872,arm
nova,folding,16,147,258.689363,35905536,9872,arm
nova,folding,16,148,258.618328,35905536,9872,arm
nova,folding,16,149,258.352463,35905536,9872,arm
nova,folding,16,150,258.320846,35905536,9872,arm
nova,folding,16,151,258.189763,35905536,9872,arm
nova,folding,16,152,258.954978,35905536,9872,arm
nova,folding,16,153,258.657969,35905536,9872,arm
nova,folding,16,154,258.638729,35905536,9872,arm
nova,folding,16,155,258.189691,35905536,9872,arm
nova,folding,16,156,258.314078,35905536,9872,arm
nova,folding,16,157,258.53047699999996,35905536,9872,arm
nova,folding,16,158,258.39959400000004,35905536,9872,arm
nova,folding,16,159,258.369672,35905536,9872,arm
nova,folding,16,160,258.460411,35905536,9872,arm
nova,folding,16,161,258.424186,35905536,9872,arm
nova,folding,16,162,258.63235299999997,35905536,9872,arm
nova,folding,16,163,258.273333,35905536,9872,arm
nova,folding,16,164,258.893714,35905536,9872,arm
nova,folding,16,165,261.15821700000004,35905536,9872,arm
nova,folding,16,166,259.01845299999997,35905536,9872,arm
nova,folding,16,167,258.46337200000005,35905536,9872,arm
nova,folding,16,168,258.724509,35905536,9872,arm
nova,folding,16,169,259.139234,35905536,9872,arm
nova,folding,16,170,258.25109299999997,35905536,9872,arm
nova,folding,16,171,258.338928,35905536,9872,arm
nova,folding,16,172,258.771478,35905536,9872,arm
nova,folding,16,173,258.2041,35905536,9872,arm
nova,folding,16,174,258.00155800000005,35905536,9872,arm
nova,folding,16,175,258.269574,35905536,9872,arm
nova,folding,16,176,258.547911,35905536,9872,arm
nova,folding,16,177,258.51207,35905536,9872,arm
nova,folding,16,178,258.50114099999996,35905536,9872,arm
nova,folding,16,179,258.342248,35905536,9872,arm
nova,folding,16,180,258.81018300000005,35905536,9872,arm
nova,folding,16,181,258.32527999999996,35905536,9872,arm
nova,folding,16,182,257.92007500000005,35905536,9872,arm
nova,folding,16,183,258.339089,35905536,9872,arm
nova,folding,16,184,258.509054,35905536,9872,arm
nova,folding,16,185,258.101601,35905536,9872,arm
nova,folding,16,186,257.775639,35905536,9872,arm
nova,folding,16,187,258.163387,35905536,9872,arm
nova,folding,16,188,258.44404399999996,35905536,9872,arm
nova,folding,16,189,258.108537,35905536,9872,arm
nova,folding,16,190,257.853897,35905536,9872,arm
nova,folding,16,191,258.20750799999996,35905536,9872,arm
nova,folding,16,192,258.294439,35905536,9872,arm
nova,folding,16,193,257.920779,35905536,9872,arm
nova,folding,16,194,258.114285,35905536,9872,arm
nova,folding,16,195,258.02612899999997,35905536,9872,arm
nova,folding,16,196,257.925838,35905536,9872,arm
nova,folding,16,197,257.98531099999997,35905536,9872,arm
nova,folding,16,198,257.72633499999995,35905536,9872,arm
nova,folding,16,199,258.07921,35905536,9872,arm
