scheme,kind,depth,run,verify_time_ms,peak_mem_bytes,proof_size_bytes,host
plonky2,recursive,16,155,4.5633360000000005,3358720,127208,arm
plonky2,recursive,16,156,4.561024000000001,3358720,127208,arm
plonky2,recursive,16,157,4.559544,3358720,127208,arm
plonky2,recursive,16,158,4.570296,3358720,127208,arm
plonky2,recursive,16,159,4.566783,3358720,127208,arm
plonky2,recursive,16,160,4.565375,3358720,127208,arm
plonky2,recursive,16,161,4.560751,3358720,127208,arm
plonky2,recursive,16,162,4.562951,3358720,127208,arm
plonky2,recursive,16,163,4.5627189999999995,3358720,127208,arm
plonky2,recursive,16,164,4.564431,3358720,127208,arm
plonky2,recursive,16,165,4.563095,3358720,127208,arm
plonky2,recursive,16,166,4.565648,3358720,127208,arm
plonky2,recursive,16,167,4.565856,3358720,127208,arm
plonky2,recursive,16,168,4.563304,3358720,127208,arm
plonky2,recursive,16,169,4.565928,3358720,127208,arm
plonky2,recursive,16,170,4.561535999999999,3358720,127208,arm
plonky2,recursive,16,171,4.5625919999999995,3358720,127208,arm
plonky2,recursive,16,172,4.5642,3358720,127208,arm
plonky2,recursive,16,173,4.562936,3358720,127208,arm
plonky2,recursive,16,174,4.5686,3358720,127208,arm
plonky2,recursive,16,175,4.567599,3358720,127208,arm
plonky2,recursive,16,176,4.561952,3358720,127208,arm
plonky2,recursive,16,177,4.564544000000001,3358720,127208,arm
plonky2,recursive,16,178,4.55984,3358720,127208,arm
plonky2,recursive,16,179,4.564128,3358720,127208,arm
plonky2,recursive,16,180,4.5602480000000005,3358720,127208,arm
plonky2,recursive,16,181,4.568176,3358720,127208,arm
plonky2,recursive,16,182,4.56548,3358720,127208,arm
plonky2,recursive,16,183,4.560176,3358720,127208,arm
plonky2,recursive,16,184,4.579872,3358720,127208,arm
plonky2,recursive,16,185,4.562710999999999,3358720,127208,arm
plonky2,recursive,16,186,4.571000000000001,3358720,127208,arm
plonky2,recursive,16,187,4.562016000000001,3358720,127208,arm
plonky2,recursive,16,188,4.569096,3358720,127208,arm
plonky2,recursive,16,189,4.564671000000001,3358720,127208,arm
plonky2,recursive,16,190,4.565823,3358720,127208,arm
plonky2,recursive,16,191,4.569768,3358720,127208,arm
plonky2,recursive,16,192,4.563224,3358720,127208,arm
plonky2,recursive,16,193,4.572752,3358720,127208,arm
plonky2,recursive,16,194,4.5652,3358720,127208,arm
plonky2,recursive,16,195,4.566854999999999,3358720,127208,arm
plonky2,recursive,16,196,4.563095,3358720,127208,arm
plonky2,recursive,16,197,4.578144,3358720,127208,arm
plonky2,recursive,16,198,4.582921,3358720,127208,arm
plonky2,recursive,16,199,4.566984,3358720,127208,arm
